armbage
t	x
0.0	17.629224665023756
0.04	17.637125526982608
0.08	17.652795231093727
0.12	17.65482360647161
0.16	17.649767915523768
0.2	17.64504121863581
0.24	17.635159880776747
0.28	17.64519040430509
0.32	17.673506601840877
0.36	17.682129607964647
0.4	17.69520202163948
0.44	17.67186417313342
0.48	17.658135365899597
0.52	17.63946987863614
0.56	17.6309723190013
0.6	17.631177227144228
0.64	17.63166636451888
0.68	17.632888264159156
0.72	17.634277604708636
0.76	17.638840128004766
0.8	17.64484457862389
0.84	17.633112631055475
0.88	17.62673932595156
0.92	17.596244818830712
0.96	17.53355201178175
1.0	17.48501783178547
1.04	17.48038754335876
1.08	17.484252191003733
1.12	17.48843101100661
1.16	17.49187850191157
1.2	17.48519470075302
1.24	17.481014880651514
1.28	17.46985006285457
1.32	17.45098160610771
1.36	17.470372237844423
1.4000000000000001	17.330564627361433
1.44	17.073779692897048
1.48	16.877447173662283
1.52	16.721819211069032
1.56	16.631019851374283
1.6	16.630791199918335
1.6400000000000001	16.626990754043838
1.68	16.605924684933917
1.72	16.74165885196124
1.76	16.924140550766026
1.8	17.179279620161374
1.84	17.608720525918756
1.8800000000000003	18.32179934014283
1.92	19.29367971136491
1.96	20.529461526286063
2.0	22.037010931496518
2.04	23.7373210530098
2.08	25.52264104346893
2.12	27.396754202691618
2.16	29.349296434575983
2.2	31.409256219959097
2.24	33.57179742865359
2.2800000000000002	35.63523107956025
2.32	37.519522213933676
2.36	39.29367087463195
2.4	40.89352388957922
2.44	42.28196700218279
2.48	43.43303420832226
2.52	44.36458119853145
2.56	45.0166028099081
2.6	45.38498126339284
2.64	45.48901766475044
2.68	45.4241995509637
2.72	45.238974444384574
2.7600000000000007	44.97937354797099
2.8000000000000003	44.66874681098687
2.84	44.27324593110442
2.88	43.77842502964558
2.92	43.097115207309834
2.96	42.19903187056442
3.0	41.040137500313996
3.04	39.592088546568014
3.08	37.84220876127066
3.12	35.764074193748336
3.16	33.513367121000364
3.2	31.10933024756371
3.24	28.6074838174847
3.2800000000000002	26.163756489003184
3.3200000000000003	23.84346880185098
3.36	21.71596254850619
3.4	19.865401129677487
3.44	18.31269148578778
3.48	17.065939366208987
3.52	16.101750279365987
3.56	15.535091946597213
3.6	15.280166883153804
3.64	15.18314724043573
3.68	15.275649553201482
3.72	15.511883454721982
3.7600000000000007	15.729422912695945
