axel
t	x
0.0	10.639710907462657
0.04	10.64103892436497
0.08	10.641808911130077
0.12	10.64824620844
0.16	10.649066092037486
0.2	10.649095261170217
0.24	10.649223032604944
0.28	10.65130737618474
0.32	10.651575194296711
0.36	10.646194285073697
0.4	10.645564817556448
0.44	10.644346062579004
0.48	10.64339857400843
0.52	10.641714315173196
0.56	10.640232335900045
0.6	10.639709909635442
0.64	10.63878343951854
0.68	10.654790498258961
0.72	10.706082755348362
0.76	10.772530976287356
0.8	10.801299504679562
0.84	10.842405385462783
0.88	10.853430505645868
0.92	10.858511605232486
0.96	10.842784059354464
1.0	10.864443417182457
1.04	10.835153932203497
1.08	10.802471855944802
1.12	10.794153563954382
1.16	10.789134870890479
1.2	10.788002704164732
1.24	10.788951259207032
1.28	10.905655858438898
1.32	11.016967522603096
1.36	11.227518628562095
1.4000000000000001	11.518247557228726
1.44	11.893081966597151
1.48	12.394549477048308
1.52	13.109623188728321
1.56	14.050366074257568
1.6	14.98230631586572
1.6400000000000001	15.837781183754267
1.68	16.497369789062
1.72	16.999372929694175
1.76	17.31090926695427
1.8	17.546211183146525
1.84	17.672455162568887
1.8800000000000003	17.694930019579736
1.92	17.578493560347447
1.96	17.392129851541625
2.0	17.246390138337595
2.04	17.242468048938775
2.08	17.23773124540746
2.12	17.172322872367843
2.16	17.11633777053506
2.2	17.10296076187371
2.24	17.0723284183375
2.2800000000000002	16.91905355277474
2.32	16.64483799824037
2.36	16.27227320754905
2.4	15.87257743407504
2.44	15.469233285039927
2.48	15.025041606885885
2.52	14.58277724130052
2.56	14.157739158739808
2.6	13.766895937379374
2.64	13.42046690510157
2.68	13.132569040416087
2.72	12.843703087452695
2.7600000000000007	12.571227627201665
2.8000000000000003	12.410400438006697
2.84	12.312377914159306
2.88	12.269546302556897
2.92	12.348525784954326
2.96	12.426238348351376
3.0	12.502363026055548
3.04	12.535827120001414
3.08	12.526211007666184
3.12	12.45757633498068
3.16	12.4061972396918
3.2	12.331126907566905
3.24	12.122740164676593
3.2800000000000002	11.800353447712027
3.3200000000000003	11.366109854990434
3.36	10.918905967949051
3.4	10.544339494721214
3.44	10.334155714102174
3.48	10.196924749187758
3.52	10.081594035028253
3.56	10.044311934298534
3.6	10.092315823310898
3.64	10.191714404312279
3.68	10.336542310939294
3.72	10.491355141697689
3.7600000000000007	10.63737782327177
3.8000000000000003	10.7595093746313
3.84	10.780161407111109
3.88	10.783587792375272
3.92	10.757784571434328
3.96	10.678922788029773
4.0	10.64637240126796
4.04	10.644790821075276
4.08	10.753325419298505
4.12	10.81872628897289
4.16	10.931485681962997
4.2	11.080667677802069
4.24	11.290129482613487
4.28	11.528699641459703
4.32	11.76424454188453
4.36	11.960471747893813
4.4	12.22985120437243
4.44	12.550382671476719
4.48	12.991685768061345
4.520000000000001	13.510273654455247
4.5600000000000005	14.146906454230006
4.6000000000000005	14.780923933106685
4.64	15.382969516847716
4.68	15.971487282783947
4.72	16.525446282611014
4.76	16.98122551713727
4.8	17.36160937088647
4.84	17.61066658355449
4.88	17.715109613248387
4.92	17.65888960842325
4.96	17.433611565615927
5.0	17.22966119427388
5.04	17.029754244572047
5.08	16.810099172556193
5.12	16.48928415455785
5.16	16.069980484189337
5.2	15.707846302242508
5.24	15.335158988958128
5.28	14.94827088713312
5.32	14.540503101638159
5.36	14.1783319455999
5.4	13.847975063319979
5.44	13.569528562392563
5.48	13.277471906291531
5.520000000000001	13.021630888210517
5.5600000000000005	12.838778901629297
5.6000000000000005	12.731467023997332
5.64	12.658628631019795
5.68	12.66871048311964
5.72	12.691944849059375
5.76	12.708620614504099
5.8	12.70332574249501
5.84	12.673383508709627
5.88	12.60298463241137
5.92	12.569671733657067
5.96	12.543824573135524
6.0	12.543639038998883
6.04	12.54304541112355
6.08	12.548867203368843
6.12	12.556116360473844
6.16	12.563997634550887
6.2	12.573633707104264
6.24	12.58487617313282
6.28	12.658078708755987
6.32	12.69783355742748
6.36	12.757815697827297
6.4	12.76991333329196
6.44	12.786706401217266
6.48	12.837764144238236
6.520000000000001	13.086877943778504
6.5600000000000005	13.410639141790526
6.6000000000000005	13.74203450433275
6.640000000000001	14.157221948438512
6.68	14.617405450252392
6.72	15.134126772655534
6.76	15.623819990471333
6.8	16.133302536652792
6.84	16.625631799500866
6.88	17.086143774179533
6.92	17.459960137475264
6.96	17.734383628375454
7.0	17.938111732976168
7.04	18.00278457727505
7.08	17.875783871266876
7.12	17.503388112716934
7.16	17.233778992065645
7.2	17.11557101854885
7.24	17.006290846411147
7.28	16.79861939062929
7.32	16.514978397632852
7.36	16.22933323037585
7.4	15.988812327041096
7.44	15.650743708761034
7.48	15.295406325786061
