hand
t	x
0.0	47.474183799200596
0.04	47.482761957032245
0.08	47.49238236894133
0.12	47.496125963373494
0.16	47.49144226243275
0.2	47.48431095814828
0.24	47.480312929600125
0.28	47.48758582180928
0.32	47.498019782329344
0.36	47.503298619719295
0.4	47.50983828527688
0.44	47.49950740754529
0.48	47.4907675942546
0.52	47.48340702880828
0.56	47.47739092081154
0.6	47.47664565702488
0.64	47.47608191339689
0.68	47.47702550834506
0.72	47.47794832915924
0.76	47.47804894938266
0.8	47.47805885545667
0.84	47.47490068623262
0.88	47.4727130005164
0.92	47.45633432640705
0.96	47.40150947801039
1.0	47.34532688630271
1.04	47.33364765043698
1.08	47.33071447994882
1.12	47.331344454872784
1.16	47.332296551442404
1.2	47.331993203037605
1.24	47.33198246418629
1.28	47.33045212695895
1.32	47.32908886020645
1.36	47.27080933471711
1.4000000000000001	47.036007889672256
1.44	46.74478124253435
1.48	46.46922315939731
1.52	46.307481195126165
1.56	46.29691587031734
1.6	46.305645906874624
1.6400000000000001	46.30529303179484
1.68	46.310059688709735
1.72	46.43856765320012
1.76	46.60407166654671
1.8	46.874567709581974
1.84	47.32429234065193
1.8800000000000003	48.073485339143936
1.92	49.105125021558614
1.96	50.40782410204019
2.0	51.96125490682994
2.04	53.70749352064451
2.08	55.505677124954055
2.12	57.42258001861821
2.16	59.38684220284805
2.2	61.47959974164534
2.24	63.57710134328959
2.2800000000000002	65.62756617609182
2.32	67.56127082565001
2.36	69.43881826795084
2.4	71.07321210518472
2.44	72.53024725778232
2.48	73.75828316519741
2.52	74.70597204402398
2.56	75.33138868939614
2.6	75.6479778571271
2.64	75.72888888988734
2.68	75.6838877890172
2.72	75.49847329469739
2.7600000000000007	75.27757778794714
2.8000000000000003	74.98874288663174
2.84	74.61203510794294
2.88	74.13686786678349
2.92	73.53674305243013
2.96	72.6707034650052
3.0	71.5197299065457
3.04	70.00192599974483
3.08	68.01998577807245
3.12	65.68446720983252
3.16	63.105687052068184
3.2	60.3892246477811
3.24	57.685514789944556
3.2800000000000002	55.01099160648638
3.3200000000000003	52.53537024661882
3.36	50.28401975923797
3.4	48.33235130468895
3.44	46.76308338837358
3.48	45.550768835329855
3.52	44.73926139091767
3.56	44.28332893714188
3.6	44.16478659307361
3.64	44.160280805454924
3.68	44.280899710452836
3.72	44.42903061993048
3.7600000000000007	44.5076368794604
3.8000000000000003	44.52128526506936
3.84	44.44958893285037
3.88	44.40414263878687
3.92	44.395826659951375
3.96	44.38741441150858
4.0	44.380360967458394
4.04	44.38724164522019
4.08	44.39151157838166
4.12	44.415269996070556
4.16	44.519548553137476
4.2	44.661426688841054
4.24	44.84471021341293
4.28	45.133987485600095
4.32	45.658240573542834
4.36	46.453298644684786
4.4	47.492053222119246
4.44	48.78794703627944
4.48	50.292277027793865
4.520000000000001	51.8645578063222
4.5600000000000005	53.45043725424777
4.6000000000000005	55.0627483464857
4.64	56.66858478511575
4.68	58.346742457516605
4.72	60.099215203139416
4.76	61.9696922859597
4.8	63.873035611561
4.84	65.76684331643048
4.88	67.5485417201437
4.92	69.26169656321116
4.96	70.75183376750925
5.0	72.09787707595396
5.04	73.19014038673109
5.08	74.00771285136051
5.12	74.54764383404228
5.16	74.8144791128453
5.2	74.85963274418336
5.24	74.72466115419394
5.28	74.42450703908497
5.32	73.97533274648643
5.36	73.29038809621474
5.4	72.34862191154846
5.44	71.04420974994017
5.48	69.35828863733045
5.520000000000001	67.27782880352302
5.5600000000000005	64.86506019321021
5.6000000000000005	62.19690315500238
5.64	59.461254008177825
5.68	56.70181084485359
5.72	54.070732512003836
5.76	51.66531630047067
5.8	49.500980358990326
5.84	47.74262577235341
5.88	46.31507532985433
5.92	45.35910978418118
5.96	44.86242519346394
6.0	44.71432075965844
6.04	44.83756475542865
6.08	44.98851326454865
6.12	45.12624840481866
6.16	45.19992993526191
6.2	45.281753728839966
6.24	45.38745097812173
6.28	45.43196228282003
6.32	45.479972684176765
6.36	45.56519806232911
6.4	45.704353241470464
6.44	45.92704250180801
6.48	46.235934941534914
6.520000000000001	46.72356812729806
6.5600000000000005	47.46250272053175
6.6000000000000005	48.44577063333838
6.640000000000001	49.65514532058611
6.68	51.09924692896245
6.72	52.61223172968719
6.76	54.29318886209426
6.8	56.0947758592935
6.84	57.943563194745586
6.88	59.84844760700451
6.92	61.8363470759815
6.96	63.88546820226859
7.0	65.88426922938805
7.04	67.77209420690235
7.08	69.56122921552767
7.12	71.17280857798372
7.16	72.63544067436908
7.2	73.86728725203582
7.24	74.9083237926418
7.28	75.68536580060538
7.32	76.21080803847778
7.36	76.50382059310508
7.4	76.63048571602397
7.44	76.5701926870633
7.48	76.32117394945439
7.520000000000001	75.895086042021
7.5600000000000005	75.2881102835278
7.6000000000000005	74.39208290553591
7.640000000000001	73.18308311900131
7.68	71.66506006469251
7.72	69.96657493572263
7.76	67.89106682103366
7.8	65.63681866858698
7.84	63.17737152385303
7.88	60.64816985644921
7.92	58.150186717341846
7.96	55.67494029107608
8.0	53.29978509487163
8.040000000000001	51.14529591801041
8.08	49.22641761109485
8.120000000000001	47.6030101609389
8.16	46.32144605371459
8.2	45.30386678395198
8.24	44.663019160508576
8.28	44.344196647982734
8.32	44.222159925691805
8.36	44.22146516978312
8.4	44.35850719081743
8.44	44.52309754303891
8.48	44.67268190837945
8.52	44.740289748082766
8.56	44.78753097990256
8.6	44.79736961382253
8.64	44.81389349901824
8.68	44.86026881356117
8.72	45.1231554392538
8.76	45.60703071555371
8.8	46.43145555204557
8.84	47.58669449563521
8.88	49.026487689506006
8.92	50.6859198208196
8.96	52.450210682525075
9.0	54.28800030026505
9.040000000000003	56.14150706908435
9.08	58.12113611076611
9.120000000000001	60.12476041602441
9.16	62.146099832334436
9.200000000000001	64.17950530390712
